country,year_week,new_cases,number_sequenced,percent_cases_sequenced,variant,number_detections_variant,percent_variant
Norway,2020-12-20,3632,113.0,3.1,B.1.351,0,0.0
Poland,2020-12-20,72227,0.0,0.0,B.1.351,0,
Portugal,2020-12-20,26270,8.0,0.0,B.1.351,0,0.0
Romania,2020-12-20,42759,17.0,0.0,B.1.351,0,0.0
Slovakia,2020-12-20,16253,0.0,0.0,B.1.351,0,
Slovenia,2020-12-20,10509,2.0,0.0,B.1.351,0,0.0
Spain,2020-12-20,49556,258.0,0.5,B.1.351,0,0.0
Sweden,2020-12-20,43383,60.0,0.1,B.1.351,0,0.0
Austria,2020-12-20,19060,7.0,0.0,Other,7,100.0
Belgium,2020-12-20,17270,100.0,0.6,Other,100,100.0
Bulgaria,2020-12-20,18028,16.0,0.1,Other,15,93.8
Croatia,2020-12-20,25533,0.0,0.0,Other,0,
Cyprus,2020-12-20,2650,0.0,0.0,Other,0,
Czechia,2020-12-20,34246,8.0,0.0,Other,8,100.0
Denmark,2020-12-20,19155,2658.0,13.9,Other,2647,99.6
Estonia,2020-12-20,3077,1.0,0.0,Other,1,100.0
Finland,2020-12-20,3179,60.0,1.9,Other,60,100.0
France,2020-12-20,84355,76.0,0.1,Other,75,98.7
Germany,2020-12-20,153424,288.0,0.2,Other,286,99.3
Greece,2020-12-20,9063,1.0,0.0,Other,1,100.0
Hungary,2020-12-20,29722,1.0,0.0,Other,1,100.0
Iceland,2020-12-20,75,63.0,84.0,Other,63,100.0
Ireland,2020-12-20,1939,17.0,0.9,Other,17,100.0
Italy,2020-12-20,114834,160.0,0.1,Other,160,100.0
Latvia,2020-12-20,4362,1.0,0.0,Other,1,100.0
Liechtenstein,2020-12-20,118,2.0,1.7,Other,2,100.0
Lithuania,2020-12-20,18985,121.0,0.6,Other,121,100.0
Luxembourg,2020-12-20,3588,373.0,10.4,Other,373,100.0
Malta,2020-12-20,595,0.0,0.0,Other,0,
Netherlands,2020-12-20,56193,360.0,0.6,Other,355,98.6
Norway,2020-12-20,3632,113.0,3.1,Other,110,97.3
Poland,2020-12-20,72227,0.0,0.0,Other,0,
Portugal,2020-12-20,26270,8.0,0.0,Other,7,87.5
Romania,2020-12-20,42759,17.0,0.0,Other,17,100.0
Slovakia,2020-12-20,16253,0.0,0.0,Other,0,
Slovenia,2020-12-20,10509,2.0,0.0,Other,2,100.0
Spain,2020-12-20,49556,258.0,0.5,Other,258,100.0
Sweden,2020-12-20,43383,60.0,0.1,Other,60,100.0
Austria,2020-12-20,19060,7.0,0.0,P.1,0,0.0
Belgium,2020-12-20,17270,100.0,0.6,P.1,0,0.0
Bulgaria,2020-12-20,18028,16.0,0.1,P.1,0,0.0
Croatia,2020-12-20,25533,0.0,0.0,P.1,0,
Cyprus,2020-12-20,2650,0.0,0.0,P.1,0,
Czechia,2020-12-20,34246,8.0,0.0,P.1,0,0.0
Denmark,2020-12-20,19155,2658.0,13.9,P.1,0,0.0
Estonia,2020-12-20,3077,1.0,0.0,P.1,0,0.0
Finland,2020-12-20,3179,60.0,1.9,P.1,0,0.0
France,2020-12-20,84355,76.0,0.1,P.1,0,0.0
Germany,2020-12-20,153424,288.0,0.2,P.1,0,0.0
Greece,2020-12-20,9063,1.0,0.0,P.1,0,0.0
Hungary,2020-12-20,29722,1.0,0.0,P.1,0,0.0
Iceland,2020-12-20,75,63.0,84.0,P.1,0,0.0
Ireland,2020-12-20,1939,17.0,0.9,P.1,0,0.0
Italy,2020-12-20,114834,160.0,0.1,P.1,0,0.0
Latvia,2020-12-20,4362,1.0,0.0,P.1,0,0.0
Liechtenstein,2020-12-20,118,2.0,1.7,P.1,0,0.0
Lithuania,2020-12-20,18985,121.0,0.6,P.1,0,0.0
Luxembourg,2020-12-20,3588,373.0,10.4,P.1,0,0.0
Malta,2020-12-20,595,0.0,0.0,P.1,0,
Netherlands,2020-12-20,56193,360.0,0.6,P.1,0,0.0
Norway,2020-12-20,3632,113.0,3.1,P.1,0,0.0
Poland,2020-12-20,72227,0.0,0.0,P.1,0,
Portugal,2020-12-20,26270,8.0,0.0,P.1,0,0.0
Romania,2020-12-20,42759,17.0,0.0,P.1,0,0.0
Slovakia,2020-12-20,16253,0.0,0.0,P.1,0,
Slovenia,2020-12-20,10509,2.0,0.0,P.1,0,0.0
Spain,2020-12-20,49556,258.0,0.5,P.1,0,0.0
Sweden,2020-12-20,43383,60.0,0.1,P.1,0,0.0
Austria,2020-12-27,16186,33.0,0.2,B.1.1.7,0,0.0
Belgium,2020-12-27,17238,237.0,1.4,B.1.1.7,0,0.0
Bulgaria,2020-12-27,11746,24.0,0.2,B.1.1.7,1,4.2
Croatia,2020-12-27,19842,1.0,0.0,B.1.1.7,0,0.0
Cyprus,2020-12-27,2587,0.0,0.0,B.1.1.7,0,
Czechia,2020-12-27,46444,8.0,0.0,B.1.1.7,2,25.0
Denmark,2020-12-27,24676,3817.0,15.5,B.1.1.7,32,0.8
Estonia,2020-12-27,3739,1.0,0.0,B.1.1.7,0,0.0
Finland,2020-12-27,2352,21.0,0.9,B.1.1.7,3,14.3
France,2020-12-27,96502,158.0,0.2,B.1.1.7,0,0.0
Germany,2020-12-27,173574,322.0,0.2,B.1.1.7,4,1.2
Greece,2020-12-27,6538,2.0,0.0,B.1.1.7,0,0.0
Hungary,2020-12-27,21260,0.0,0.0,B.1.1.7,0,
Iceland,2020-12-27,85,82.0,96.5,B.1.1.7,3,3.7
Ireland,2020-12-27,3357,83.0,2.5,B.1.1.7,11,13.3
Italy,2020-12-27,109473,451.0,0.4,B.1.1.7,13,2.9
Latvia,2020-12-27,5265,3.0,0.1,B.1.1.7,0,0.0
Liechtenstein,2020-12-27,315,10.0,3.2,B.1.1.7,0,0.0
Lithuania,2020-12-27,19466,85.0,0.4,B.1.1.7,0,0.0
Luxembourg,2020-12-27,2795,285.0,10.2,B.1.1.7,0,0.0
Malta,2020-12-27,548,3.0,0.5,B.1.1.7,0,0.0
Netherlands,2020-12-27,76154,430.0,0.6,B.1.1.7,23,5.3
Norway,2020-12-27,1772,123.0,6.9,B.1.1.7,11,8.9
Poland,2020-12-27,67024,10.0,0.0,B.1.1.7,0,0.0
Portugal,2020-12-27,25377,29.0,0.1,B.1.1.7,19,65.5
Romania,2020-12-27,34959,3.0,0.0,B.1.1.7,0,0.0
Slovakia,2020-12-27,18352,0.0,0.0,B.1.1.7,0,
Slovenia,2020-12-27,9585,28.0,0.3,B.1.1.7,0,0.0
Spain,2020-12-27,67365,309.0,0.5,B.1.1.7,3,1.0
Sweden,2020-12-27,47803,108.0,0.2,B.1.1.7,1,0.9
Austria,2020-12-27,16186,33.0,0.2,B.1.351,0,0.0
Belgium,2020-12-27,17238,237.0,1.4,B.1.351,2,0.8
Bulgaria,2020-12-27,11746,24.0,0.2,B.1.351,0,0.0
Croatia,2020-12-27,19842,1.0,0.0,B.1.351,0,0.0
Cyprus,2020-12-27,2587,0.0,0.0,B.1.351,0,
Czechia,2020-12-27,46444,8.0,0.0,B.1.351,0,0.0
Denmark,2020-12-27,24676,3817.0,15.5,B.1.351,0,0.0
Estonia,2020-12-27,3739,1.0,0.0,B.1.351,0,0.0
Finland,2020-12-27,2352,21.0,0.9,B.1.351,1,4.8
France,2020-12-27,96502,158.0,0.2,B.1.351,0,0.0
Germany,2020-12-27,173574,322.0,0.2,B.1.351,0,0.0
Greece,2020-12-27,6538,2.0,0.0,B.1.351,0,0.0
Hungary,2020-12-27,21260,0.0,0.0,B.1.351,0,
Iceland,2020-12-27,85,82.0,96.5,B.1.351,0,0.0
Ireland,2020-12-27,3357,83.0,2.5,B.1.351,0,0.0
Italy,2020-12-27,109473,451.0,0.4,B.1.351,0,0.0
Latvia,2020-12-27,5265,3.0,0.1,B.1.351,0,0.0
Liechtenstein,2020-12-27,315,10.0,3.2,B.1.351,0,0.0
Lithuania,2020-12-27,19466,85.0,0.4,B.1.351,0,0.0
Luxembourg,2020-12-27,2795,285.0,10.2,B.1.351,0,0.0
Malta,2020-12-27,548,3.0,0.5,B.1.351,0,0.0
Netherlands,2020-12-27,76154,430.0,0.6,B.1.351,0,0.0
Norway,2020-12-27,1772,123.0,6.9,B.1.351,0,0.0
Poland,2020-12-27,67024,10.0,0.0,B.1.351,0,0.0
Portugal,2020-12-27,25377,29.0,0.1,B.1.351,0,0.0
Romania,2020-12-27,34959,3.0,0.0,B.1.351,0,0.0
Slovakia,2020-12-27,18352,0.0,0.0,B.1.351,0,
Slovenia,2020-12-27,9585,28.0,0.3,B.1.351,0,0.0
Spain,2020-12-27,67365,309.0,0.5,B.1.351,0,0.0
Sweden,2020-12-27,47803,108.0,0.2,B.1.351,0,0.0
Austria,2020-12-27,16186,33.0,0.2,Other,33,100.0
Belgium,2020-12-27,17238,237.0,1.4,Other,235,99.2
Bulgaria,2020-12-27,11746,24.0,0.2,Other,23,95.8
Croatia,2020-12-27,19842,1.0,0.0,Other,1,100.0
Cyprus,2020-12-27,2587,0.0,0.0,Other,0,
Czechia,2020-12-27,46444,8.0,0.0,Other,6,75.0
Denmark,2020-12-27,24676,3817.0,15.5,Other,3785,99.2
Estonia,2020-12-27,3739,1.0,0.0,Other,1,100.0
Finland,2020-12-27,2352,21.0,0.9,Other,17,81.0
France,2020-12-27,96502,158.0,0.2,Other,158,100.0
Germany,2020-12-27,173574,322.0,0.2,Other,318,98.8
Greece,2020-12-27,6538,2.0,0.0,Other,2,100.0
Hungary,2020-12-27,21260,0.0,0.0,Other,0,
Iceland,2020-12-27,85,82.0,96.5,Other,79,96.3
Ireland,2020-12-27,3357,83.0,2.5,Other,72,86.7
Italy,2020-12-27,109473,451.0,0.4,Other,438,97.1
Latvia,2020-12-27,5265,3.0,0.1,Other,3,100.0
Liechtenstein,2020-12-27,315,10.0,3.2,Other,10,100.0
Lithuania,2020-12-27,19466,85.0,0.4,Other,85,100.0
Luxembourg,2020-12-27,2795,285.0,10.2,Other,285,100.0
Malta,2020-12-27,548,3.0,0.5,Other,3,100.0
Netherlands,2020-12-27,76154,430.0,0.6,Other,407,94.7
Norway,2020-12-27,1772,123.0,6.9,Other,112,91.1
Poland,2020-12-27,67024,10.0,0.0,Other,10,100.0
Portugal,2020-12-27,25377,29.0,0.1,Other,10,34.5
Romania,2020-12-27,34959,3.0,0.0,Other,3,100.0
Slovakia,2020-12-27,18352,0.0,0.0,Other,0,
Slovenia,2020-12-27,9585,28.0,0.3,Other,28,100.0
Spain,2020-12-27,67365,309.0,0.5,Other,306,99.0
Sweden,2020-12-27,47803,108.0,0.2,Other,107,99.1
Austria,2020-12-27,16186,33.0,0.2,P.1,0,0.0
Belgium,2020-12-27,17238,237.0,1.4,P.1,0,0.0
Bulgaria,2020-12-27,11746,24.0,0.2,P.1,0,0.0
Croatia,2020-12-27,19842,1.0,0.0,P.1,0,0.0
Cyprus,2020-12-27,2587,0.0,0.0,P.1,0,
Czechia,2020-12-27,46444,8.0,0.0,P.1,0,0.0
Denmark,2020-12-27,24676,3817.0,15.5,P.1,0,0.0
Estonia,2020-12-27,3739,1.0,0.0,P.1,0,0.0
Finland,2020-12-27,2352,21.0,0.9,P.1,0,0.0
France,2020-12-27,96502,158.0,0.2,P.1,0,0.0
Germany,2020-12-27,173574,322.0,0.2,P.1,0,0.0
Greece,2020-12-27,6538,2.0,0.0,P.1,0,0.0
Hungary,2020-12-27,21260,0.0,0.0,P.1,0,
Iceland,2020-12-27,85,82.0,96.5,P.1,0,0.0
Ireland,2020-12-27,3357,83.0,2.5,P.1,0,0.0
Italy,2020-12-27,109473,451.0,0.4,P.1,0,0.0
Latvia,2020-12-27,5265,3.0,0.1,P.1,0,0.0
Liechtenstein,2020-12-27,315,10.0,3.2,P.1,0,0.0
Lithuania,2020-12-27,19466,85.0,0.4,P.1,0,0.0
Luxembourg,2020-12-27,2795,285.0,10.2,P.1,0,0.0
Malta,2020-12-27,548,3.0,0.5,P.1,0,0.0
Netherlands,2020-12-27,76154,430.0,0.6,P.1,0,0.0
Norway,2020-12-27,1772,123.0,6.9,P.1,0,0.0
Poland,2020-12-27,67024,10.0,0.0,P.1,0,0.0
Portugal,2020-12-27,25377,29.0,0.1,P.1,0,0.0
Romania,2020-12-27,34959,3.0,0.0,P.1,0,0.0
Slovakia,2020-12-27,18352,0.0,0.0,P.1,0,
Slovenia,2020-12-27,9585,28.0,0.3,P.1,0,0.0
Spain,2020-12-27,67365,309.0,0.5,P.1,0,0.0
Sweden,2020-12-27,47803,108.0,0.2,P.1,0,0.0
Austria,2021-01-03,15164,49.0,0.3,B.1.1.7,1,2.0
Belgium,2021-01-03,11940,58.0,0.5,B.1.1.7,15,25.9
Bulgaria,2021-01-03,6521,14.0,0.2,B.1.1.7,0,0.0
Croatia,2021-01-03,9518,3.0,0.0,B.1.1.7,0,0.0
Cyprus,2021-01-03,1969,0.0,0.0,B.1.1.7,0,
Czechia,2021-01-03,46817,7.0,0.0,B.1.1.7,0,0.0
Denmark,2021-01-03,18915,3409.0,18.0,B.1.1.7,63,1.8
Estonia,2021-01-03,4014,1.0,0.0,B.1.1.7,0,0.0
Finland,2021-01-03,1975,14.0,0.7,B.1.1.7,14,100.0
France,2021-01-03,89292,184.0,0.2,B.1.1.7,28,15.2
Germany,2021-01-03,141182,256.0,0.2,B.1.1.7,10,3.9
Greece,2021-01-03,4859,1.0,0.0,B.1.1.7,0,0.0
Hungary,2021-01-03,11539,0.0,0.0,B.1.1.7,0,
Iceland,2021-01-03,84,65.0,77.4,B.1.1.7,7,10.8
Ireland,2021-01-03,6587,74.0,1.1,B.1.1.7,32,43.2
Italy,2021-01-03,94511,341.0,0.4,B.1.1.7,43,12.6
Latvia,2021-01-03,5390,0.0,0.0,B.1.1.7,0,
Liechtenstein,2021-01-03,263,5.0,1.9,B.1.1.7,0,0.0
Lithuania,2021-01-03,17882,23.0,0.1,B.1.1.7,0,0.0
Luxembourg,2021-01-03,1782,111.0,6.2,B.1.1.7,1,0.9
Malta,2021-01-03,624,1.0,0.2,B.1.1.7,0,0.0
Netherlands,2021-01-03,80594,543.0,0.7,B.1.1.7,48,8.8
Norway,2021-01-03,4282,100.0,2.3,B.1.1.7,9,9.0
Poland,2021-01-03,58310,96.0,0.2,B.1.1.7,1,1.0
Portugal,2021-01-03,22545,207.0,0.9,B.1.1.7,37,17.9
Romania,2021-01-03,27135,2.0,0.0,B.1.1.7,0,0.0
Slovakia,2021-01-03,16756,84.0,0.5,B.1.1.7,8,9.5
Slovenia,2021-01-03,9428,3.0,0.0,B.1.1.7,0,0.0
Spain,2021-01-03,60164,307.0,0.5,B.1.1.7,45,14.7
Sweden,2021-01-03,39065,219.0,0.6,B.1.1.7,13,5.9
Austria,2021-01-03,15164,49.0,0.3,B.1.351,1,2.0
Belgium,2021-01-03,11940,58.0,0.5,B.1.351,0,0.0
Bulgaria,2021-01-03,6521,14.0,0.2,B.1.351,0,0.0
Croatia,2021-01-03,9518,3.0,0.0,B.1.351,0,0.0
Cyprus,2021-01-03,1969,0.0,0.0,B.1.351,0,
Czechia,2021-01-03,46817,7.0,0.0,B.1.351,0,0.0
Denmark,2021-01-03,18915,3409.0,18.0,B.1.351,0,0.0
Estonia,2021-01-03,4014,1.0,0.0,B.1.351,0,0.0
Finland,2021-01-03,1975,14.0,0.7,B.1.351,0,0.0
France,2021-01-03,89292,184.0,0.2,B.1.351,5,2.7
Germany,2021-01-03,141182,256.0,0.2,B.1.351,1,0.4
Greece,2021-01-03,4859,1.0,0.0,B.1.351,0,0.0
Hungary,2021-01-03,11539,0.0,0.0,B.1.351,0,
Iceland,2021-01-03,84,65.0,77.4,B.1.351,0,0.0
Ireland,2021-01-03,6587,74.0,1.1,B.1.351,3,4.1
Italy,2021-01-03,94511,341.0,0.4,B.1.351,0,0.0
Latvia,2021-01-03,5390,0.0,0.0,B.1.351,0,
Liechtenstein,2021-01-03,263,5.0,1.9,B.1.351,0,0.0
Lithuania,2021-01-03,17882,23.0,0.1,B.1.351,0,0.0
Luxembourg,2021-01-03,1782,111.0,6.2,B.1.351,0,0.0
Malta,2021-01-03,624,1.0,0.2,B.1.351,0,0.0
Netherlands,2021-01-03,80594,543.0,0.7,B.1.351,2,0.4
Norway,2021-01-03,4282,100.0,2.3,B.1.351,1,1.0
Poland,2021-01-03,58310,96.0,0.2,B.1.351,0,0.0
Portugal,2021-01-03,22545,207.0,0.9,B.1.351,0,0.0
Romania,2021-01-03,27135,2.0,0.0,B.1.351,0,0.0
Slovakia,2021-01-03,16756,84.0,0.5,B.1.351,0,0.0
Slovenia,2021-01-03,9428,3.0,0.0,B.1.351,0,0.0
Spain,2021-01-03,60164,307.0,0.5,B.1.351,1,0.3
Sweden,2021-01-03,39065,219.0,0.6,B.1.351,1,0.5
Austria,2021-01-03,15164,49.0,0.3,Other,47,95.9
Belgium,2021-01-03,11940,58.0,0.5,Other,43,74.1
Bulgaria,2021-01-03,6521,14.0,0.2,Other,14,100.0
Croatia,2021-01-03,9518,3.0,0.0,Other,3,100.0
Cyprus,2021-01-03,1969,0.0,0.0,Other,0,
Czechia,2021-01-03,46817,7.0,0.0,Other,7,100.0
Denmark,2021-01-03,18915,3409.0,18.0,Other,3346,98.2
Estonia,2021-01-03,4014,1.0,0.0,Other,1,100.0
Finland,2021-01-03,1975,14.0,0.7,Other,0,0.0
France,2021-01-03,89292,184.0,0.2,Other,151,82.1
Germany,2021-01-03,141182,256.0,0.2,Other,245,95.7
Greece,2021-01-03,4859,1.0,0.0,Other,1,100.0
Hungary,2021-01-03,11539,0.0,0.0,Other,0,
Iceland,2021-01-03,84,65.0,77.4,Other,58,89.2
Ireland,2021-01-03,6587,74.0,1.1,Other,39,52.7
Italy,2021-01-03,94511,341.0,0.4,Other,298,87.4
Latvia,2021-01-03,5390,0.0,0.0,Other,0,
Liechtenstein,2021-01-03,263,5.0,1.9,Other,5,100.0
Lithuania,2021-01-03,17882,23.0,0.1,Other,23,100.0
Luxembourg,2021-01-03,1782,111.0,6.2,Other,110,99.1
Malta,2021-01-03,624,1.0,0.2,Other,1,100.0
Netherlands,2021-01-03,80594,543.0,0.7,Other,493,90.8
Norway,2021-01-03,4282,100.0,2.3,Other,90,90.0
Poland,2021-01-03,58310,96.0,0.2,Other,95,99.0
Portugal,2021-01-03,22545,207.0,0.9,Other,170,82.1
Romania,2021-01-03,27135,2.0,0.0,Other,2,100.0
Slovakia,2021-01-03,16756,84.0,0.5,Other,76,90.5
Slovenia,2021-01-03,9428,3.0,0.0,Other,3,100.0
Spain,2021-01-03,60164,307.0,0.5,Other,261,85.0
Sweden,2021-01-03,39065,219.0,0.6,Other,205,93.6
Austria,2021-01-03,15164,49.0,0.3,P.1,0,0.0
Belgium,2021-01-03,11940,58.0,0.5,P.1,0,0.0
Bulgaria,2021-01-03,6521,14.0,0.2,P.1,0,0.0
Croatia,2021-01-03,9518,3.0,0.0,P.1,0,0.0
Cyprus,2021-01-03,1969,0.0,0.0,P.1,0,
Czechia,2021-01-03,46817,7.0,0.0,P.1,0,0.0
Denmark,2021-01-03,18915,3409.0,18.0,P.1,0,0.0
Estonia,2021-01-03,4014,1.0,0.0,P.1,0,0.0
Finland,2021-01-03,1975,14.0,0.7,P.1,0,0.0
France,2021-01-03,89292,184.0,0.2,P.1,0,0.0
Germany,2021-01-03,141182,256.0,0.2,P.1,0,0.0
Greece,2021-01-03,4859,1.0,0.0,P.1,0,0.0
Hungary,2021-01-03,11539,0.0,0.0,P.1,0,
Iceland,2021-01-03,84,65.0,77.4,P.1,0,0.0
Ireland,2021-01-03,6587,74.0,1.1,P.1,0,0.0
Italy,2021-01-03,94511,341.0,0.4,P.1,0,0.0
Latvia,2021-01-03,5390,0.0,0.0,P.1,0,
Liechtenstein,2021-01-03,263,5.0,1.9,P.1,0,0.0
Lithuania,2021-01-03,17882,23.0,0.1,P.1,0,0.0
Luxembourg,2021-01-03,1782,111.0,6.2,P.1,0,0.0
Malta,2021-01-03,624,1.0,0.2,P.1,0,0.0
Netherlands,2021-01-03,80594,543.0,0.7,P.1,0,0.0
Norway,2021-01-03,4282,100.0,2.3,P.1,0,0.0
Poland,2021-01-03,58310,96.0,0.2,P.1,0,0.0
Portugal,2021-01-03,22545,207.0,0.9,P.1,0,0.0
Romania,2021-01-03,27135,2.0,0.0,P.1,0,0.0
Slovakia,2021-01-03,16756,84.0,0.5,P.1,0,0.0
Slovenia,2021-01-03,9428,3.0,0.0,P.1,0,0.0
Spain,2021-01-03,60164,307.0,0.5,P.1,0,0.0
Sweden,2021-01-03,39065,219.0,0.6,P.1,0,0.0
Austria,2021-01-10,13188,256.0,1.9,B.1.1.7,14,5.5
Belgium,2021-01-10,11768,178.0,1.5,B.1.1.7,35,19.7
Bulgaria,2021-01-10,5335,18.0,0.3,B.1.1.7,1,5.6
Croatia,2021-01-10,7712,5.0,0.1,B.1.1.7,0,0.0
Cyprus,2021-01-10,4317,29.0,0.7,B.1.1.7,1,3.4
Czechia,2021-01-10,72374,13.0,0.0,B.1.1.7,0,0.0
Denmark,2021-01-10,15362,3388.0,22.1,B.1.1.7,72,2.1
Estonia,2021-01-10,3713,1.0,0.0,B.1.1.7,0,0.0
Finland,2021-01-10,1782,66.0,3.7,B.1.1.7,23,34.8
France,2021-01-10,93082,213.0,0.2,B.1.1.7,50,23.5
Germany,2021-01-10,123679,188.0,0.2,B.1.1.7,11,5.9
Greece,2021-01-10,4168,7.0,0.2,B.1.1.7,4,57.1
Hungary,2021-01-10,12182,0.0,0.0,B.1.1.7,0,
Iceland,2021-01-10,28,59.0,100.0,B.1.1.7,4,6.8
Ireland,2021-01-10,15758,127.0,0.8,B.1.1.7,60,47.2
Italy,2021-01-10,107750,287.0,0.3,B.1.1.7,88,30.7
Latvia,2021-01-10,6167,1.0,0.0,B.1.1.7,0,0.0
Liechtenstein,2021-01-10,130,10.0,7.7,B.1.1.7,0,0.0
Lithuania,2021-01-10,15618,88.0,0.6,B.1.1.7,0,0.0
Luxembourg,2021-01-10,1070,137.0,12.8,B.1.1.7,5,3.6
Malta,2021-01-10,804,0.0,0.0,B.1.1.7,0,
Netherlands,2021-01-10,50699,578.0,1.1,B.1.1.7,94,16.3
Norway,2021-01-10,3658,120.0,3.3,B.1.1.7,13,10.8
Poland,2021-01-10,61937,6.0,0.0,B.1.1.7,0,0.0
Portugal,2021-01-10,34957,69.0,0.2,B.1.1.7,37,53.6
Romania,2021-01-10,22000,5.0,0.0,B.1.1.7,0,0.0
Slovakia,2021-01-10,20007,11.0,0.1,B.1.1.7,10,90.9
Slovenia,2021-01-10,10531,23.0,0.2,B.1.1.7,1,4.3
Spain,2021-01-10,79431,422.0,0.5,B.1.1.7,98,23.2
Sweden,2021-01-10,41217,240.0,0.6,B.1.1.7,18,7.5
Austria,2021-01-10,13188,256.0,1.9,B.1.351,0,0.0
Belgium,2021-01-10,11768,178.0,1.5,B.1.351,7,3.9
Bulgaria,2021-01-10,5335,18.0,0.3,B.1.351,0,0.0
Croatia,2021-01-10,7712,5.0,0.1,B.1.351,0,0.0
Cyprus,2021-01-10,4317,29.0,0.7,B.1.351,0,0.0
Czechia,2021-01-10,72374,13.0,0.0,B.1.351,0,0.0
Denmark,2021-01-10,15362,3388.0,22.1,B.1.351,0,0.0
Estonia,2021-01-10,3713,1.0,0.0,B.1.351,0,0.0
Finland,2021-01-10,1782,66.0,3.7,B.1.351,1,1.5
France,2021-01-10,93082,213.0,0.2,B.1.351,2,0.9
Germany,2021-01-10,123679,188.0,0.2,B.1.351,5,2.7
Greece,2021-01-10,4168,7.0,0.2,B.1.351,0,0.0
Hungary,2021-01-10,12182,0.0,0.0,B.1.351,0,
Iceland,2021-01-10,28,59.0,100.0,B.1.351,0,0.0
Ireland,2021-01-10,15758,127.0,0.8,B.1.351,4,3.1
Italy,2021-01-10,107750,287.0,0.3,B.1.351,0,0.0
Latvia,2021-01-10,6167,1.0,0.0,B.1.351,0,0.0
Liechtenstein,2021-01-10,130,10.0,7.7,B.1.351,0,0.0
Lithuania,2021-01-10,15618,88.0,0.6,B.1.351,0,0.0
Luxembourg,2021-01-10,1070,137.0,12.8,B.1.351,0,0.0
Malta,2021-01-10,804,0.0,0.0,B.1.351,0,
Netherlands,2021-01-10,50699,578.0,1.1,B.1.351,5,0.9
Norway,2021-01-10,3658,120.0,3.3,B.1.351,0,0.0
Poland,2021-01-10,61937,6.0,0.0,B.1.351,0,0.0
Portugal,2021-01-10,34957,69.0,0.2,B.1.351,1,1.4
Romania,2021-01-10,22000,5.0,0.0,B.1.351,0,0.0
Slovakia,2021-01-10,20007,11.0,0.1,B.1.351,0,0.0
Slovenia,2021-01-10,10531,23.0,0.2,B.1.351,0,0.0
Spain,2021-01-10,79431,422.0,0.5,B.1.351,0,0.0
Sweden,2021-01-10,41217,240.0,0.6,B.1.351,0,0.0
Austria,2021-01-10,13188,256.0,1.9,Other,242,94.5
Belgium,2021-01-10,11768,178.0,1.5,Other,136,76.4
Bulgaria,2021-01-10,5335,18.0,0.3,Other,17,94.4
Croatia,2021-01-10,7712,5.0,0.1,Other,5,100.0
Cyprus,2021-01-10,4317,29.0,0.7,Other,28,96.6
Czechia,2021-01-10,72374,13.0,0.0,Other,13,100.0
Denmark,2021-01-10,15362,3388.0,22.1,Other,3316,97.9
Estonia,2021-01-10,3713,1.0,0.0,Other,1,100.0
Finland,2021-01-10,1782,66.0,3.7,Other,42,63.6
France,2021-01-10,93082,213.0,0.2,Other,161,75.6
Germany,2021-01-10,123679,188.0,0.2,Other,172,91.5
Greece,2021-01-10,4168,7.0,0.2,Other,3,42.9
Hungary,2021-01-10,12182,0.0,0.0,Other,0,
Iceland,2021-01-10,28,59.0,100.0,Other,55,93.2
Ireland,2021-01-10,15758,127.0,0.8,Other,63,49.6
Italy,2021-01-10,107750,287.0,0.3,Other,199,69.3
Latvia,2021-01-10,6167,1.0,0.0,Other,1,100.0
Liechtenstein,2021-01-10,130,10.0,7.7,Other,10,100.0
Lithuania,2021-01-10,15618,88.0,0.6,Other,88,100.0
Luxembourg,2021-01-10,1070,137.0,12.8,Other,132,96.4
Malta,2021-01-10,804,0.0,0.0,Other,0,
Netherlands,2021-01-10,50699,578.0,1.1,Other,479,82.9
Norway,2021-01-10,3658,120.0,3.3,Other,107,89.2
Poland,2021-01-10,61937,6.0,0.0,Other,6,100.0
Portugal,2021-01-10,34957,69.0,0.2,Other,31,44.9
Romania,2021-01-10,22000,5.0,0.0,Other,5,100.0
Slovakia,2021-01-10,20007,11.0,0.1,Other,1,9.1
Slovenia,2021-01-10,10531,23.0,0.2,Other,22,95.7
Spain,2021-01-10,79431,422.0,0.5,Other,324,76.8
Sweden,2021-01-10,41217,240.0,0.6,Other,222,92.5
Austria,2021-01-10,13188,256.0,1.9,P.1,0,0.0
Belgium,2021-01-10,11768,178.0,1.5,P.1,0,0.0
Bulgaria,2021-01-10,5335,18.0,0.3,P.1,0,0.0
Croatia,2021-01-10,7712,5.0,0.1,P.1,0,0.0
Cyprus,2021-01-10,4317,29.0,0.7,P.1,0,0.0
Czechia,2021-01-10,72374,13.0,0.0,P.1,0,0.0
Denmark,2021-01-10,15362,3388.0,22.1,P.1,0,0.0
Estonia,2021-01-10,3713,1.0,0.0,P.1,0,0.0
Finland,2021-01-10,1782,66.0,3.7,P.1,0,0.0
France,2021-01-10,93082,213.0,0.2,P.1,0,0.0
Germany,2021-01-10,123679,188.0,0.2,P.1,0,0.0
Greece,2021-01-10,4168,7.0,0.2,P.1,0,0.0
Hungary,2021-01-10,12182,0.0,0.0,P.1,0,
Iceland,2021-01-10,28,59.0,100.0,P.1,0,0.0
Ireland,2021-01-10,15758,127.0,0.8,P.1,0,0.0
Italy,2021-01-10,107750,287.0,0.3,P.1,0,0.0
